事件ID,开始时间,结束时间,时长_分钟,工况,方法集,严重度,触发行数,归因摘要
116,2024-04-02 00:40:00,2024-04-02 00:42:00,3.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,10366.181,114,Mahalanobis 距离=10366.2（阈值=18.5）。主要贡献特征：PC1 (50.7%); PC3 (47.0%); PC4 (2.3%)。
117,2024-04-02 00:45:00,2024-04-02 00:47:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3464.51,114,Mahalanobis 距离=3464.5（阈值=18.5）。主要贡献特征：PC1 (84.4%); PC3 (15.6%)。
118,2024-04-02 00:50:00,2024-04-02 01:02:00,13.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,9809.925,494,Mahalanobis 距离=9809.9（阈值=18.5）。主要贡献特征：PC3 (91.2%); PC1 (8.7%)。
119,2024-04-02 01:10:00,2024-04-02 01:10:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.783,38,正常
120,2024-04-02 01:13:00,2024-04-02 01:13:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2833.197,38,Mahalanobis 距离=2833.2（阈值=18.5）。主要贡献特征：PC1 (98.5%); PC4 (1.1%)。
121,2024-04-02 01:15:00,2024-04-02 01:23:00,9.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1010.467,342,Mahalanobis 距离=1010.5（阈值=18.5）。主要贡献特征：PC1 (69.2%); PC3 (30.0%)。
122,2024-04-02 01:25:00,2024-04-02 01:26:00,2.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,35.489,76,Mahalanobis 距离=35.5（阈值=18.5）。主要贡献特征：PC1 (99.9%)。
123,2024-04-02 01:30:00,2024-04-02 01:30:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1763.046,38,Mahalanobis 距离=1763.0（阈值=18.5）。主要贡献特征：PC1 (84.6%); PC3 (13.6%); PC4 (1.8%)。
124,2024-04-02 01:34:00,2024-04-02 01:34:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4596.547,38,Mahalanobis 距离=4596.5（阈值=18.5）。主要贡献特征：PC1 (85.9%); PC3 (13.4%)。
125,2024-04-02 01:39:00,2024-04-02 01:39:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.252,38,正常
126,2024-04-02 01:43:00,2024-04-02 01:44:00,2.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.303,76,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.3，实际=52.0 vs 预测=16.8）
127,2024-04-02 02:00:00,2024-04-02 02:00:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.124,38,残差异常：采煤机_截割部位_右滚筒_电机_电流 偏高（残差 Z-score=3.1，实际=195.0 vs 预测=79.4）
128,2024-04-02 02:03:00,2024-04-02 02:03:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.183,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.2，实际=51.0 vs 预测=16.6）
129,2024-04-02 02:07:00,2024-04-02 02:07:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.54,38,正常
130,2024-04-02 02:20:00,2024-04-02 02:20:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4880.447,38,Mahalanobis 距离=4880.4（阈值=18.5）。主要贡献特征：PC1 (96.2%); PC4 (2.4%); PC3 (1.4%)。
131,2024-04-02 02:23:00,2024-04-02 02:23:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4161.9,38,Mahalanobis 距离=4161.9（阈值=18.5）。主要贡献特征：PC1 (89.2%); PC3 (7.9%); PC4 (2.8%)。
132,2024-04-02 02:25:00,2024-04-02 02:25:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3880.008,38,Mahalanobis 距离=3880.0（阈值=18.5）。主要贡献特征：PC1 (84.8%); PC3 (12.1%); PC4 (3.1%)。
133,2024-04-02 02:32:00,2024-04-02 02:32:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3542.881,38,Mahalanobis 距离=3542.9（阈值=18.5）。主要贡献特征：PC1 (79.5%); PC3 (16.2%); PC4 (4.3%)。
134,2024-04-02 02:40:00,2024-04-02 02:40:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4947.898,38,Mahalanobis 距离=4947.9（阈值=18.5）。主要贡献特征：PC1 (92.7%); PC4 (7.3%)。
135,2024-04-02 02:43:00,2024-04-02 02:43:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4679.997,38,Mahalanobis 距离=4680.0（阈值=18.5）。主要贡献特征：PC1 (91.2%); PC4 (8.7%)。
136,2024-04-02 02:46:00,2024-04-02 02:47:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3607.95,76,Mahalanobis 距离=3607.9（阈值=18.5）。主要贡献特征：PC1 (85.3%); PC4 (12.7%); PC3 (2.0%)。
137,2024-04-02 02:52:00,2024-04-02 02:55:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4154.564,152,Mahalanobis 距离=4154.6（阈值=18.5）。主要贡献特征：PC1 (86.9%); PC4 (12.5%)。
138,2024-04-02 03:03:00,2024-04-02 03:03:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.142,38,正常
139,2024-04-02 03:06:00,2024-04-02 03:15:00,10.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4076.531,380,Mahalanobis 距离=4076.5（阈值=18.5）。主要贡献特征：PC1 (87.4%); PC4 (10.4%); PC3 (2.2%)。
140,2024-04-02 03:24:00,2024-04-02 03:28:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,397.449,190,Mahalanobis 距离=397.4（阈值=18.5）。主要贡献特征：PC1 (81.0%); PC3 (12.7%); PC4 (6.3%)。
141,2024-04-02 03:34:00,2024-04-02 03:37:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2481.096,152,Mahalanobis 距离=2481.1（阈值=18.5）。主要贡献特征：PC1 (78.8%); PC4 (20.7%)。
142,2024-04-02 03:41:00,2024-04-02 03:51:00,11.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1691.116,418,Mahalanobis 距离=1691.1（阈值=18.5）。主要贡献特征：PC1 (97.3%); PC3 (1.7%); PC4 (1.0%)。
143,2024-04-02 03:55:00,2024-04-02 03:57:00,3.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.682,114,正常
144,2024-04-02 03:59:00,2024-04-02 03:59:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.54,38,正常
145,2024-04-02 04:02:00,2024-04-02 04:03:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5342.744,76,Mahalanobis 距离=5342.7（阈值=18.5）。主要贡献特征：PC1 (98.6%)。
146,2024-04-02 04:06:00,2024-04-02 04:06:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7363.749,38,Mahalanobis 距离=7363.7（阈值=18.5）。主要贡献特征：PC1 (94.3%); PC3 (5.6%)。
147,2024-04-02 04:08:00,2024-04-02 04:08:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2273.035,38,Mahalanobis 距离=2273.0（阈值=18.5）。主要贡献特征：PC1 (96.5%); PC3 (2.8%)。
148,2024-04-02 04:11:00,2024-04-02 04:12:00,2.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.549,76,正常
149,2024-04-02 04:22:00,2024-04-02 04:22:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.285,38,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.3，实际=47.0 vs 预测=15.8）
150,2024-04-02 04:26:00,2024-04-02 04:27:00,2.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.671,76,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.7，实际=48.0 vs 预测=17.0）
151,2024-04-02 04:32:00,2024-04-02 04:32:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.924,38,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=4.9，实际=267.0 vs 预测=68.6）
152,2024-04-02 04:48:00,2024-04-02 04:48:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3574.765,38,Mahalanobis 距离=3574.8（阈值=18.5）。主要贡献特征：PC1 (67.8%); PC3 (32.2%)。
153,2024-04-02 04:50:00,2024-04-02 04:58:00,9.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,10463.415,342,Mahalanobis 距离=10463.4（阈值=18.5）。主要贡献特征：PC3 (92.4%); PC1 (7.3%)。
154,2024-04-02 05:01:00,2024-04-02 05:01:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1383.104,38,Mahalanobis 距离=1383.1（阈值=18.5）。主要贡献特征：PC1 (80.3%); PC3 (19.5%)。
155,2024-04-02 05:05:00,2024-04-02 05:08:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3804.702,152,Mahalanobis 距离=3804.7（阈值=18.5）。主要贡献特征：PC1 (82.7%); PC3 (16.0%); PC4 (1.3%)。
156,2024-04-02 05:11:00,2024-04-02 05:11:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.884,38,正常
157,2024-04-02 05:16:00,2024-04-02 05:16:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3494.217,38,Mahalanobis 距离=3494.2（阈值=18.5）。主要贡献特征：PC1 (76.7%); PC3 (19.6%); PC4 (3.8%)。
158,2024-04-02 05:21:00,2024-04-02 05:21:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3611.389,38,Mahalanobis 距离=3611.4（阈值=18.5）。主要贡献特征：PC1 (80.7%); PC3 (13.6%); PC4 (5.7%)。
159,2024-04-02 05:27:00,2024-04-02 05:27:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.587,38,正常
160,2024-04-02 05:34:00,2024-04-02 05:35:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3981.253,76,Mahalanobis 距离=3981.3（阈值=18.5）。主要贡献特征：PC1 (85.5%); PC4 (13.3%); PC3 (1.2%)。
161,2024-04-02 05:38:00,2024-04-02 05:38:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4169.041,38,Mahalanobis 距离=4169.0（阈值=18.5）。主要贡献特征：PC1 (86.9%); PC4 (12.8%)。
162,2024-04-02 05:40:00,2024-04-02 05:45:00,6.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2220.505,228,Mahalanobis 距离=2220.5（阈值=18.5）。主要贡献特征：PC1 (62.7%); PC4 (30.5%); PC3 (6.7%)。
163,2024-04-02 05:51:00,2024-04-02 05:51:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.697,38,正常
164,2024-04-02 05:57:00,2024-04-02 06:00:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6529.343,152,Mahalanobis 距离=6529.3（阈值=18.5）。主要贡献特征：PC1 (83.9%); PC3 (10.0%); PC4 (6.1%)。
165,2024-04-02 06:05:00,2024-04-02 06:05:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6919.607,38,Mahalanobis 距离=6919.6（阈值=18.5）。主要贡献特征：PC1 (85.0%); PC3 (11.0%); PC4 (4.0%)。
166,2024-04-02 06:08:00,2024-04-02 06:08:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.339,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.3，实际=45.0 vs 预测=16.2）
167,2024-04-02 06:15:00,2024-04-02 06:17:00,3.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4196.576,114,Mahalanobis 距离=4196.6（阈值=18.5）。主要贡献特征：PC1 (88.5%); PC3 (10.9%)。
168,2024-04-02 06:26:00,2024-04-02 06:30:00,5.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8627.091,190,Mahalanobis 距离=8627.1（阈值=18.5）。主要贡献特征：PC1 (88.2%); PC3 (11.0%)。
169,2024-04-02 06:37:00,2024-04-02 06:42:00,6.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1364.319,228,Mahalanobis 距离=1364.3（阈值=18.5）。主要贡献特征：PC1 (76.1%); PC3 (20.8%); PC4 (3.0%)。
170,2024-04-02 06:47:00,2024-04-02 06:48:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2267.395,76,Mahalanobis 距离=2267.4（阈值=18.5）。主要贡献特征：PC1 (89.1%); PC3 (6.1%); PC4 (4.8%)。
171,2024-04-02 06:50:00,2024-04-02 06:51:00,2.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.819,76,正常
172,2024-04-02 06:53:00,2024-04-02 06:53:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1469.613,38,Mahalanobis 距离=1469.6（阈值=18.5）。主要贡献特征：PC1 (69.8%); PC3 (27.1%); PC4 (3.2%)。
173,2024-04-02 07:03:00,2024-04-02 07:03:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.214,38,正常
174,2024-04-02 07:09:00,2024-04-02 07:09:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3561.798,38,Mahalanobis 距离=3561.8（阈值=18.5）。主要贡献特征：PC1 (63.8%); PC3 (36.1%)。
175,2024-04-02 07:12:00,2024-04-02 07:12:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3824.691,38,Mahalanobis 距离=3824.7（阈值=18.5）。主要贡献特征：PC1 (75.4%); PC3 (24.6%)。
176,2024-04-02 07:20:00,2024-04-02 07:20:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7602.26,38,Mahalanobis 距离=7602.3（阈值=18.5）。主要贡献特征：PC1 (88.5%); PC3 (10.7%)。
177,2024-04-02 07:23:00,2024-04-02 07:24:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6185.367,76,Mahalanobis 距离=6185.4（阈值=18.5）。主要贡献特征：PC1 (97.0%); PC4 (1.6%); PC3 (1.4%)。
178,2024-04-02 07:28:00,2024-04-02 07:28:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.856,38,正常
179,2024-04-02 07:30:00,2024-04-02 07:30:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.362,38,正常
180,2024-04-02 07:32:00,2024-04-02 07:32:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3566.318,38,Mahalanobis 距离=3566.3（阈值=18.5）。主要贡献特征：PC1 (78.4%); PC3 (16.7%); PC4 (4.9%)。
181,2024-04-02 07:34:00,2024-04-02 07:34:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.736,38,正常
182,2024-04-02 07:38:00,2024-04-02 07:39:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3649.548,76,Mahalanobis 距离=3649.5（阈值=18.5）。主要贡献特征：PC1 (81.0%); PC3 (11.1%); PC4 (8.0%)。
183,2024-04-02 07:43:00,2024-04-02 07:47:00,5.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2667.29,190,Mahalanobis 距离=2667.3（阈值=18.5）。主要贡献特征：PC1 (71.8%); PC4 (16.5%); PC3 (11.7%)。
184,2024-04-02 07:58:00,2024-04-02 07:58:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,18.03,38,正常
185,2024-04-02 08:08:00,2024-04-02 08:11:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2843.543,152,Mahalanobis 距离=2843.5（阈值=18.5）。主要贡献特征：PC1 (76.0%); PC4 (23.2%)。
186,2024-04-02 08:13:00,2024-04-02 08:13:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1945.986,38,Mahalanobis 距离=1946.0（阈值=18.5）。主要贡献特征：PC1 (96.5%); PC4 (3.3%)。
187,2024-04-02 08:16:00,2024-04-02 08:19:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1582.719,152,Mahalanobis 距离=1582.7（阈值=18.5）。主要贡献特征：PC1 (94.2%); PC4 (3.5%); PC3 (2.3%)。
188,2024-04-02 08:22:00,2024-04-02 08:28:00,7.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3260.796,266,Mahalanobis 距离=3260.8（阈值=18.5）。主要贡献特征：PC1 (84.3%); PC4 (15.2%)。
189,2024-04-02 08:35:00,2024-04-02 08:35:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.453,38,正常
190,2024-04-02 08:40:00,2024-04-02 08:41:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1413.37,76,Mahalanobis 距离=1413.4（阈值=18.5）。主要贡献特征：PC1 (90.9%); PC3 (7.1%); PC4 (2.0%)。
191,2024-04-02 08:46:00,2024-04-02 08:46:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.486,38,残差异常：采煤机_截割部位_右滚筒_电机_电流 偏高（残差 Z-score=3.5，实际=217.0 vs 预测=88.0）
192,2024-04-02 08:54:00,2024-04-02 08:54:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4841.766,38,Mahalanobis 距离=4841.8（阈值=18.5）。主要贡献特征：PC1 (95.8%); PC4 (2.9%); PC3 (1.3%)。
193,2024-04-02 09:00:00,2024-04-02 09:00:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1213.897,38,Mahalanobis 距离=1213.9（阈值=18.5）。主要贡献特征：PC1 (83.1%); PC3 (16.9%)。
194,2024-04-02 09:11:00,2024-04-02 09:11:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.142,38,正常
195,2024-04-02 09:25:00,2024-04-02 09:26:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2549.831,76,Mahalanobis 距离=2549.8（阈值=18.5）。主要贡献特征：PC1 (92.3%); PC4 (4.1%); PC3 (3.5%)。
196,2024-04-02 09:33:00,2024-04-02 09:36:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1679.43,152,Mahalanobis 距离=1679.4（阈值=18.5）。主要贡献特征：PC1 (72.2%); PC3 (24.4%); PC4 (3.4%)。
197,2024-04-02 09:41:00,2024-04-02 09:43:00,3.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.994,114,正常
198,2024-04-02 09:47:00,2024-04-02 09:47:00,1.0,空载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.463,38,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.5，实际=55.0 vs 预测=14.2）
199,2024-04-02 09:50:00,2024-04-02 09:50:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.697,38,正常
200,2024-04-02 09:54:00,2024-04-02 09:54:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3667.227,38,Mahalanobis 距离=3667.2（阈值=18.5）。主要贡献特征：PC1 (59.7%); PC3 (39.1%); PC4 (1.2%)。
201,2024-04-02 09:56:00,2024-04-02 09:56:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.519,38,残差异常：采煤机_截割部位_右滚筒_电机_电流 偏高（残差 Z-score=3.5，实际=197.0 vs 预测=66.8）
202,2024-04-02 09:58:00,2024-04-02 09:58:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.695,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.7，实际=55.0 vs 预测=17.2）
203,2024-04-02 10:02:00,2024-04-02 10:02:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4027.568,38,Mahalanobis 距离=4027.6（阈值=18.5）。主要贡献特征：PC1 (75.5%); PC3 (24.3%)。
204,2024-04-02 10:06:00,2024-04-02 10:06:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.52,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.5，实际=47.0 vs 预测=17.0）
205,2024-04-02 10:14:00,2024-04-02 10:14:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1548.689,38,Mahalanobis 距离=1548.7（阈值=18.5）。主要贡献特征：PC1 (86.4%); PC3 (13.5%)。
206,2024-04-02 10:17:00,2024-04-02 10:21:00,5.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3872.135,190,Mahalanobis 距离=3872.1（阈值=18.5）。主要贡献特征：PC1 (81.9%); PC3 (17.1%)。
207,2024-04-02 10:33:00,2024-04-02 10:33:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.631,38,正常
208,2024-04-02 10:43:00,2024-04-02 10:43:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.676,38,残差异常：采煤机_截割部位_右滚筒_电机_电流 偏高（残差 Z-score=3.7，实际=205.0 vs 预测=69.0）
209,2024-04-02 10:48:00,2024-04-02 10:56:00,9.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3674.691,342,Mahalanobis 距离=3674.7（阈值=18.5）。主要贡献特征：PC1 (84.2%); PC4 (11.4%); PC3 (4.4%)。
210,2024-04-02 13:36:00,2024-04-02 13:42:00,7.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,11499.134,266,Mahalanobis 距离=11499.1（阈值=18.5）。主要贡献特征：PC3 (96.3%); PC1 (3.6%)。
211,2024-04-02 13:50:00,2024-04-02 13:55:00,6.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,399.673,228,Mahalanobis 距离=399.7（阈值=18.5）。主要贡献特征：PC1 (81.5%); PC3 (9.4%); PC4 (9.1%)。
212,2024-04-02 16:05:00,2024-04-02 16:17:00,13.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,461.476,494,Mahalanobis 距离=461.5（阈值=18.5）。主要贡献特征：PC1 (80.2%); PC3 (13.4%); PC4 (6.4%)。
213,2024-04-02 16:21:00,2024-04-02 16:41:00,21.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1607.014,798,Mahalanobis 距离=1607.0（阈值=18.5）。主要贡献特征：PC1 (94.2%); PC4 (3.8%); PC3 (2.1%)。
214,2024-04-02 16:44:00,2024-04-02 16:44:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.994,38,正常
215,2024-04-02 16:50:00,2024-04-02 16:54:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3153.073,190,Mahalanobis 距离=3153.1（阈值=18.5）。主要贡献特征：PC1 (82.1%); PC3 (17.4%)。
216,2024-04-02 16:57:00,2024-04-02 17:04:00,8.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4575.903,304,Mahalanobis 距离=4575.9（阈值=18.5）。主要贡献特征：PC1 (92.8%); PC3 (6.0%); PC4 (1.3%)。
217,2024-04-02 17:08:00,2024-04-02 17:10:00,3.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5208.21,114,Mahalanobis 距离=5208.2（阈值=18.5）。主要贡献特征：PC1 (96.9%); PC3 (2.8%)。
218,2024-04-02 17:15:00,2024-04-02 17:18:00,4.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.313,152,正常
219,2024-04-02 17:20:00,2024-04-02 17:20:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4126.589,38,Mahalanobis 距离=4126.6（阈值=18.5）。主要贡献特征：PC1 (79.6%); PC3 (17.3%); PC4 (3.1%)。
220,2024-04-02 17:23:00,2024-04-02 17:23:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.549,38,正常
